,fLength,fWidth,fConc1,fM3Long,fAlpha,fDist,class
3249,144.264,76.2978,0.2291,-128.88299999999998,12.0694,235.422,1
3250,92.5755,16.042,0.2346,76.9637,0.5051,237.756,0
3251,24.1319,13.4127,0.2909,20.0412,51.3869,214.806,0
3252,18.7908,10.3372,0.2847,7.6263,18.3669,190.416,1
3253,34.3841,5.9653,0.2219,0.5224,83.3564,105.6314,1
3254,83.2152,30.5765,0.1161,56.09,29.039,283.383,1
3255,42.9672,27.0297,0.1296,28.5863,5.212000000000001,176.803,0
3256,73.449,27.4219,0.1313,-42.2207,46.4513,270.7084,1
3257,138.115,93.566,0.0528,-122.704,51.523,85.3095,1
3258,92.5854,11.2825,0.1923,-48.92,2.5099,293.081,0
3259,61.2981,14.415,0.2726,44.085,21.895,202.806,0
3260,33.2405,1.6143,0.305,14.9031,80.2955,116.9219,1
3261,17.8947,8.2788,0.5532,-10.9521,70.6041,134.365,1
3262,35.3473,9.391,0.2385,25.2467,81.7432,254.38,1
3263,20.3585,12.8363,0.2841,-14.8085,28.3104,206.497,0
3264,73.7153,22.9379,0.1056,60.9991,8.705,217.791,0
3265,117.515,46.7544,0.0751,-110.539,40.92,173.59900000000002,1
3266,120.64,61.3596,0.0845,-75.6839,85.7317,220.0491,1
3267,37.2686,16.3041,0.1672,-21.3381,1.6769999999999998,164.055,0
3268,21.2705,15.2831,0.2241,6.2083,54.769,45.1365,0
3269,32.8184,11.3792,0.262,-17.1332,67.2362,66.1128,1
3270,175.6198,49.0693,0.1378,-151.1484,46.2451,305.647,1
3271,16.2656,12.1606,0.3952,7.5013,17.9789,239.4078,1
3272,30.147,12.4679,0.2117,-20.1432,5.9657,193.48,0
3273,22.7551,14.6236,0.2622,-12.0504,68.9151,258.035,1
3274,17.2868,10.6246,0.2994,-19.4539,86.4343,158.3132,1
3275,25.9113,11.6645,0.2259,-12.4398,4.2998,125.4517,1
3276,54.8714,21.792,0.1641,40.378,0.6509999999999999,245.111,0
3277,12.7405,11.5999,0.4008,9.2718,50.2015,200.551,1
3278,94.238,21.582,0.1117,88.6187,1.534,294.712,0
3279,21.0636,10.6847,0.3006,18.5696,11.615,113.067,0
3280,20.6868,11.3805,0.3162,-12.0506,50.1761,128.3896,1
3281,55.3951,22.511,0.3039,-24.5285,22.574,314.095,1
3282,131.851,32.4922,0.1144,-89.5004,4.37,293.047,1
3283,25.3314,9.1355,0.3221,15.0419,89.2587,46.1343,1
3284,47.5259,13.2385,0.1379,-32.4062,45.1887,36.4109,1
3285,47.1951,23.7468,0.1167,41.2137,18.4615,133.387,0
3286,47.3193,19.4653,0.1365,22.4961,5.2636,182.399,0
3287,60.4391,49.7525,0.1159,-60.5389,87.5028,216.221,1
3288,177.74400000000003,74.2536,0.0486,-164.608,53.015,154.608,1
3289,20.2629,12.6787,0.2594,14.2747,17.0032,185.186,0
3290,80.3253,21.496,0.1354,-87.3739,21.5092,108.854,0
3291,37.4691,11.084,0.2746,-27.4753,2.0718,116.1105,1
3292,18.6383,13.9393,0.3443,-10.550999999999998,36.155,216.05900000000003,0
3293,24.2645,13.0711,0.3846,11.4937,12.2864,255.6856,1
3294,30.1951,18.3348,0.2508,38.5225,74.6715,95.681,1
3295,28.3653,8.8107,0.3324,25.6345,50.3175,150.02700000000002,1
3296,170.743,101.479,0.0582,-143.024,63.52,190.415,1
3297,20.458,10.5088,0.3443,16.724,46.285,142.186,0
3298,126.4411,97.2485,0.0397,62.9013,88.2836,334.3687,1
3299,75.1286,26.9409,0.1479,-48.442,7.1122,305.5845,1
3300,19.6129,6.9686,0.4398,-13.8755,9.825,87.9476,0
3301,54.3867,18.5857,0.1134,42.1384,2.932,222.666,0
3302,27.2843,20.5933,0.1995,-18.6765,10.2623,139.235,0
3303,107.6995,43.5729,0.0435,105.0877,73.0632,173.3239,1
3304,18.4932,16.9369,0.23,-21.9054,44.625,75.0225,1
3305,25.3012,16.2202,0.3149,-27.258000000000003,48.5567,228.125,0
3306,38.609,25.2966,0.157,-29.9227,10.9353,166.40599999999998,0
3307,225.747,103.106,0.0277,-183.907,72.622,254.918,1
3308,102.152,24.0967,0.1887,-123.359,74.1019,175.967,1
3309,19.704,12.7106,0.4043,16.7573,58.1885,211.29,1
3310,34.6275,8.556000000000001,0.3588,19.9181,1.67,235.162,0
3311,132.752,40.9525,0.0648,154.833,9.8339,119.642,1
3312,20.1273,10.2168,0.3683,-16.4384,8.229,125.329,0
3313,45.397,9.8762,0.2007,47.6066,29.0002,245.3801,1
3314,40.6665,18.1613,0.1448,34.6532,13.2776,116.04,0
3315,105.614,47.6501,0.0447,82.26299999999999,0.051,324.56,0
3316,109.86,26.6064,0.1105,38.5759,21.1975,294.343,1
3317,73.7598,19.5252,0.1032,13.0558,9.2372,132.0422,1
3318,26.8924,14.2468,0.2779,-9.9324,5.94,114.594,1
3319,75.888,32.9711,0.0746,36.3425,43.3579,205.602,1
3320,46.7637,14.9414,0.1595,-34.7392,2.0311,175.065,0
3321,56.368,19.4828,0.1036,-20.0431,6.1998,160.08,0
3322,68.9648,25.5221,0.1121,52.6603,0.402,253.006,0
3323,74.3027,25.0515,0.0896,-33.0678,53.4656,232.1485,1
3324,68.01,21.6258,0.1837,60.1257,4.0577,268.331,0
3325,235.367,108.814,0.0279999999999999,-163.27700000000002,59.67100000000001,171.69799999999998,1
3326,19.9855,17.8006,0.24,29.1033,87.1498,245.888,1
3327,69.5005,26.135,0.0971,54.2763,7.564,266.43,0
3328,64.9471,26.449,0.2039,80.4606,8.6118,238.6039,1
3329,39.5436,19.3693,0.1445,23.9908,51.391000000000005,151.42700000000002,1
3330,105.5703,30.1647,0.1617,78.1421,49.2844,237.1594,1
3331,27.9249,10.6447,0.25,17.8478,60.341,243.604,1
3332,29.613000000000003,23.3474,0.1582,17.9651,9.7328,66.4324,0
3333,34.9699,15.4688,0.1862,30.5621,40.2034,194.6822,1
3334,26.8784,9.6646,0.3347,23.2541,34.2142,145.562,0
3335,94.3922,57.8037,0.1454,-72.3694,21.386,430.119,1
3336,38.9617,8.2674,0.3375,28.819000000000003,1.5978,223.92,0
3337,94.7731,74.473,0.1987,30.0436,22.4103,348.3267,1
3338,24.8336,20.0498,0.2115,16.857,83.6202,60.9289,0
3339,74.8373,28.3282,0.09,53.9904,0.1197,253.66,0
3340,81.17399999999999,22.1521,0.1363,72.5212,2.569,287.038,0
3341,25.9914,16.1381,0.1954,-5.9925,45.5845,156.501,1
3342,210.2886,58.4039,0.1317,-246.2301,70.43,58.0914,1
3343,23.4123,14.7674,0.2927,14.9779,39.4624,212.326,0
3344,23.2204,0.0038,0.4201,-16.5585,74.3282,188.887,0
3345,63.9423,14.0043,0.1108,-31.0729,70.9378,214.8704,1
3346,119.6889,26.3635,0.11,-90.4173,89.8538,182.4629,1
3347,21.4297,10.5062,0.4393,17.368,7.4151,151.917,1
3348,24.2936,20.4984,0.2297,12.6444,45.4214,108.654,0
3349,24.1415,14.376,0.2126,-16.0301,13.845999999999998,61.7531,0
3350,50.8046,30.0053,0.081,40.3755,10.9222,148.84799999999998,0
3351,44.7514,21.1995,0.1057,30.1,7.475,188.386,0
3352,10.6118,10.0548,0.315,0.5839,44.4008,187.5178,1
3353,24.0448,11.0076,0.3539,13.9629,21.9218,170.7762,1
3354,27.6224,10.1414,0.2706,-16.5941,77.9632,48.0056,1
3355,18.5028,14.3127,0.1807,1.6084,86.5553,158.4993,1
3356,119.641,39.7995,0.4525,-114.261,36.572,381.67800000000005,1
3357,48.2398,7.2881,0.1653,21.2112,69.1637,140.5233,1
3358,183.752,108.762,0.0251,-163.055,47.536,179.80700000000002,1
3359,24.161,12.9711,0.3076,18.4406,24.558000000000003,126.068,0
3360,28.6805,7.9556,0.2843,-15.2115,62.941,138.55200000000002,1
3361,29.0507,13.783,0.216,14.865,10.959,249.012,0
3362,42.9283,20.0943,0.146,-21.1994,13.034,214.581,0
3363,200.1055,92.8443,0.1939,-229.1579,8.5877,214.2675,1
3364,41.774,15.8794,0.2649,-30.0984,2.018,166.014,0
3365,42.8086,18.8586,0.1146,27.8414,7.0622,177.935,0
3366,138.252,24.8473,0.1487,-169.18900000000002,45.867,188.461,0
3367,28.1201,10.785,0.3659,37.1247,58.3736,174.4719,1
3368,161.334,43.5999,0.1098,93.1886,0.7979,284.346,1
3369,55.0742,13.1883,0.1319,27.1759,31.1266,166.8444,1
3370,27.8762,17.4013,0.2334,-18.5089,11.5874,195.272,0
3371,191.8036,49.7183,0.1225,143.6098,44.3492,245.4199,1
3372,30.0267,11.9254,0.2157,-23.5485,39.1621,50.6581,0
3373,55.1571,18.0132,0.2842,-50.4968,79.495,242.89,1
3374,50.6671,15.2077,0.1505,-12.0942,0.054,208.903,0
3375,24.6743,15.1377,0.1876,-16.419,0.373,154.539,0
3376,39.6993,14.0071,0.1854,26.0502,50.0701,225.706,1
3377,29.2898,18.5989,0.1824,-15.1663,20.232,116.403,0
3378,48.5758,14.6584,0.1655,20.484,3.4252,225.413,0
3379,20.6496,8.9581,0.3703,11.6179,42.2038,66.3873,1
3380,29.8325,19.8526,0.2424,24.8158,50.398,280.732,1
3381,101.073,29.0582,0.1043,-69.2004,4.683,291.476,0
3382,20.9681,12.0129,0.2623,-8.0242,77.8145,191.019,1
3383,206.5165,49.0302,0.0808,-247.7792,29.5876,300.3994,1
3384,110.8912,37.3507,0.1856,-103.4295,14.9031,366.3433,1
3385,46.6166,26.1645,0.1336,-33.9373,28.8266,66.7796,1
3386,125.954,38.0891,0.1203,91.6121,5.5341,125.694,1
3387,39.9538,24.8292,0.1362,33.1294,0.139,127.164,0
3388,31.9679,26.3693,0.156,21.9528,18.3196,224.432,0
3389,26.456,18.0344,0.1755,11.092,27.768,83.869,0
3390,49.9721,12.6864,0.2517,-24.1474,46.9348,288.4026,1
3391,71.8,26.9932,0.1367,51.2983,8.8913,312.85900000000004,0
3392,92.1397,53.6752,0.146,-121.8984,9.0489,103.5638,1
3393,83.8355,12.7688,0.3017,-30.3659,4.6236,267.363,0
3394,27.071,25.5307,0.1796,-18.4356,13.719,33.6122,0
3395,27.5207,16.2717,0.1749,-14.5528,6.7,158.33,0
3396,22.2514,11.8975,0.3027,-11.3547,49.1356,108.667,1
3397,59.5231,26.618,0.0689,72.71600000000001,34.5736,238.7755,1
3398,20.6225,12.757,0.3157,7.5173,31.5365,175.6984,1
3399,12.4763,11.9963,0.3509,-7.1308,49.9854,134.658,1
3400,26.2937,8.8099,0.3642,23.1861,78.6196,149.05200000000002,1
3401,81.2829,22.8049,0.1215,82.1744,4.074,295.106,0
3402,23.0205,9.5145,0.2876,-3.6208,60.0184,225.9157,1
3403,22.6085,14.8622,0.3354,22.016,54.041,193.957,1
3404,34.8695,9.2518,0.2445,-23.998,62.0339,148.7149,1
3405,12.9301,11.3184,0.4014,6.3542,17.3121,46.3899,1
3406,25.2628,17.5474,0.1821,10.7602,55.85,72.8121,0
3407,15.6021,9.4685,0.3582,22.8723,14.5812,225.2564,1
3408,25.7564,14.637,0.2106,-12.8889,46.4008,88.191,0
3409,197.071,21.6431,0.2509,-134.891,62.429,40.4893,1
3410,53.6762,10.5604,0.1353,-9.8148,84.6417,173.593,1
3411,43.1087,32.15,0.2307,-17.2738,19.4398,278.639,1
3412,28.2268,23.3396,0.1581,23.1699,24.9723,199.729,1
3413,26.3485,12.543,0.4151,-32.098,81.0902,108.6077,1
3414,22.2988,15.579,0.3968,-21.103,43.694,150.459,1
3415,23.754,12.0106,0.2594,8.0589,26.9034,67.7255,1
3416,73.0346,23.5858,0.124,16.1392,26.0333,226.9949,1
3417,45.8695,19.1419,0.1508,37.9796,72.971,77.781,0
3418,141.884,18.1945,0.2319,98.6042,5.704,310.081,0
3419,24.3645,15.4619,0.2452,-13.4239,29.0462,149.825,0
3420,34.3887,9.6824,0.2362,17.5025,17.236,223.689,1
3421,46.6896,16.1692,0.1247,31.8552,88.79299999999999,184.4013,1
3422,29.2635,19.5491,0.1772,23.0514,18.469,74.9146,0
3423,68.5716,16.3808,0.1852,-43.3323,13.7631,135.1112,1
3424,46.4459,21.7747,0.1598,30.7022,20.0742,137.29399999999998,0
3425,22.3675,10.2396,0.3134,-18.5341,29.254,54.8694,0
3426,16.5057,13.608,0.3059,-28.4937,11.851,91.6204,1
3427,27.3361,8.0875,0.3177,17.5536,19.4594,76.6494,0
3428,80.3275,29.9028,0.1485,69.2532,12.6089,271.391,1
3429,74.1805,24.5521,0.0851,63.8948,4.9278,217.203,0
3430,20.7424,10.3588,0.3119,18.1328,14.987,121.748,0
3431,158.6957,73.4606,0.1045,158.8019,51.5,242.2319,1
3432,26.2043,12.9114,0.223,15.9001,32.021,224.736,0
3433,27.2175,7.037000000000001,0.3247,-12.041,44.767,184.49400000000003,0
3434,84.2741,33.3225,0.0635,73.8035,3.7714,260.378,0
3435,73.5502,30.8918,0.1005,60.5879,2.0523,187.299,0
3436,22.0396,16.2619,0.3144,18.1957,31.06,230.924,0
3437,22.9723,21.526,0.1598,-25.4817,17.5395,209.8286,1
3438,37.7913,14.4555,0.1526,2.7918,6.0791,179.726,1
3439,41.9434,7.6522,0.2169,18.567,4.132,227.756,1
3440,17.1072,11.2406,0.299,-6.8364,54.2205,223.327,0
3441,25.9264,13.0316,0.2832,23.9634,19.267,147.791,0
3442,25.4859,12.6124,0.2921,17.3165,78.2195,196.2962,1
3443,40.944,21.4188,0.1842,-33.6867,72.08800000000001,143.291,1
3444,78.4795,59.1315,0.1046,-55.5318,27.8927,372.4795,1
3445,48.5277,11.939,0.1654,16.1417,21.806,87.7162,1
3446,67.8284,21.1968,0.1027,55.54600000000001,1.135,231.138,0
3447,124.8407,84.5275,0.0871,-105.7774,44.333,417.0261,1
3448,23.6363,12.7789,0.3082,9.9113,11.3526,162.238,0
3449,53.6984,15.966,0.1721,-54.9822,68.07300000000001,129.842,0
3450,45.847,9.1216,0.1796,39.9529,11.7782,222.0268,1
3451,29.5503,9.3699,0.3443,17.3776,65.13600000000001,155.627,1
3452,144.73,43.9751,0.0571,-147.616,2.4463,208.064,1
3453,77.6784,25.6998,0.1149,61.8591,1.592,270.04,0
3454,26.5021,9.9703,0.2639,21.3727,32.9272,146.984,0
3455,24.4446,14.3012,0.2304,21.6145,20.8407,171.033,0
3456,19.4865,7.3947,0.4321,8.6595,9.768,181.37,1
3457,26.3101,12.0873,0.3066,23.7883,14.572,206.077,0
3458,39.2663,16.4748,0.2112,-21.269,49.18600000000001,39.616,1
3459,89.9106,22.5123,0.114,-92.5395,39.4007,68.3801,1
3460,111.817,34.3484,0.0944,-76.8154,1.692,256.2,0
3461,21.435,15.6274,0.211,6.9507,19.691,177.38299999999998,0
3462,18.6465,7.456,0.481,6.9274,63.3662,122.916,0
3463,30.6918,12.6259,0.3249,-17.6811,22.6442,194.3028,1
3464,16.8884,10.6572,0.5661,0.5963,20.7099,112.4593,1
3465,33.3308,10.1151,0.3828,-23.9989,22.93,306.145,0
3466,13.3114,10.6229,0.4031,2.4881,74.796,156.879,0
3467,37.9472,6.7096,0.3376,11.6496,79.512,201.0388,1
3468,125.917,28.6292,0.0838,81.5047,18.6329,254.165,1
3469,39.5009,15.263,0.1998,-11.7117,2.265,197.517,0
3470,28.2156,23.1239,0.1677,-22.5958,69.4414,207.251,1
3471,34.9887,11.4697,0.196,16.4385,3.1813,136.173,0
3472,73.2223,22.4882,0.2621,50.2243,0.1012,286.3199,1
3473,22.5768,0.0,0.4336,4.811,49.162,137.362,1
3474,25.6709,0.0,0.4574,0.0,25.9332,57.7791,0
3475,31.8418,20.5389,0.1761,23.4138,7.063,174.56099999999998,0
3476,219.495,55.6423,0.2292,142.34799999999998,89.6277,187.09,1
3477,104.202,30.0083,0.1305,68.6832,1.7621,312.997,0
3478,51.9101,14.7672,0.1328,35.9639,19.4429,205.5104,1
3479,44.3821,14.2659,0.2076,-13.7545,48.3804,48.1001,1
3480,92.8599,23.6894,0.0513,58.4431,44.6544,215.0913,1
3481,13.1734,10.9001,0.4013,2.6113,15.9915,222.444,0
3482,19.4733,11.8091,0.3096,12.4254,78.876,129.37,1
3483,35.2351,15.0317,0.1579,-11.8123,19.418,208.256,0
3484,97.7959,28.0811,0.1508,66.259,7.8023,324.538,0
3485,98.1619,15.3418,0.0912,58.9549,86.1812,177.708,1
3486,84.1395,62.2117,0.0688,81.6349,21.5273,121.4221,1
3487,16.8917,11.3907,0.2914,-4.8717,73.5609,93.9419,0
3488,45.1333,9.835,0.2611,-17.9081,37.171,163.455,1
3489,70.94800000000001,29.638,0.3221,-54.1346,7.1129,297.3687,1
3490,85.6098,38.3701,0.0998,59.2655,0.8640000000000001,312.348,0
3491,23.8573,21.8826,0.1432,14.7515,16.4046,132.20600000000002,0
3492,44.8561,20.0735,0.2079,33.7591,61.0617,252.6005,1
3493,73.3131,33.3865,0.1967,-38.4596,4.155,330.592,0
3494,81.1254,32.3186,0.088,77.5083,10.34,188.939,0
3495,100.557,51.083,0.0375,92.9814,2.128,224.478,0
3496,45.1554,9.6212,0.2236,36.8525,17.7436,187.33,1
3497,31.3143,18.0536,0.1721,14.7875,1.6985,183.056,0
3498,57.0682,24.5172,0.119,34.6134,3.016,273.03,0
3499,12.6315,11.7929,0.371,8.2303,13.857,195.678,0
3500,98.3949,38.3472,0.1309,83.8443,31.1316,265.083,1
3501,23.9315,12.9132,0.2808,9.6108,7.943,191.47,0
3502,57.7931,11.6311,0.1458,-41.3028,19.718,152.548,1
3503,74.6083,21.0485,0.1266,22.7059,0.1577,230.58900000000003,0
3504,104.972,61.6853,0.0712,78.2005,10.380999999999998,183.486,1
3505,49.0191,8.4717,0.2682,33.327,18.2632,194.068,1
3506,66.1075,11.957,0.1578,54.47,47.6322,232.857,1
3507,22.999,10.0378,0.3359,-13.5328,11.3007,119.039,0
3508,35.577,15.0526,0.2202,14.3568,2.0711,225.707,0
3509,62.8309,46.1637,0.07,-78.655,48.5914,215.374,1
3510,25.2928,11.8105,0.3099,24.8748,45.9892,270.9415,1
3511,17.3004,11.0901,0.3281,2.9214,26.6657,203.478,0
3512,121.1233,50.6328,0.1822,-89.1491,31.139,368.2216,1
3513,19.8467,19.3818,0.2606,17.1788,55.952,144.95600000000002,0
3514,25.7604,17.3243,0.1989999999999999,19.2247,10.273,128.933,0
3515,22.4171,16.3697,0.2327,9.2871,1.3357,184.921,0
3516,40.6832,17.2742,0.1356,22.5909,13.5875,171.207,0
3517,103.557,36.5982,0.2306,-112.3856,50.6146,266.4057,1
3518,23.4842,20.0774,0.1896,-20.2718,6.0191,168.175,0
3519,125.904,41.9193,0.1491,90.2368,82.4818,207.238,1
3520,91.5943,20.9794,0.1572,83.3389,1.703,302.822,0
3521,98.1819,72.8596,0.0433,51.8443,43.207,180.939,1
3522,62.6886,22.612,0.1084,-25.4533,3.1210000000000004,229.768,0
3523,12.96,11.1358,0.4385,7.0352,63.541,229.429,0
3524,69.4928,22.4704,0.1073,-44.3815,6.6543,194.324,0
3525,32.2076,15.2769,0.2275,-22.9561,9.736,191.158,0
3526,28.0997,8.6496,0.3244,21.4257,8.2367,217.871,1
3527,111.5166,31.2545,0.1369,49.0567,56.1191,225.9601,1
3528,28.5756,12.4137,0.2446,20.6222,15.48,212.354,0
3529,109.46,18.5694,0.2251,-107.324,75.191,182.762,1
3530,20.7548,20.7197,0.1871,7.3315,21.6796,83.4965,1
3531,27.6381,14.0933,0.215,9.1341,11.2393,207.942,0
3532,19.6546,7.4092,0.4263,-7.0747,82.2589,235.163,0
3533,226.686,91.5561,0.0615,-73.8363,78.75399999999999,192.868,1
3534,24.7179,14.9382,0.2478,15.6319,8.976,219.284,0
3535,64.4932,12.4933,0.2761,63.7105,12.6913,206.3461,1
3536,66.5997,14.3786,0.1376,41.6965,10.178,133.3906,1
3537,57.7031,17.9759,0.154,-55.4716,65.006,190.694,1
3538,32.9616,5.9553,0.3177,23.593000000000004,3.1509,137.3411,1
3539,83.4349,31.4255,0.0651,74.8628,4.4435,231.159,0
3540,15.189,14.8031,0.2808,22.5193,72.0368,183.7103,1
3541,41.2342,11.6318,0.2936,34.1892,4.2209,123.023,0
3542,74.3411,28.4761,0.1163,48.3698,80.979,217.0473,1
3543,48.2773,35.2634,0.0792,49.3902,52.7165,113.062,0
3544,34.9831,18.2753,0.2505,-21.9137,18.6765,224.6191,1
3545,83.4271,26.1718,0.1682,56.5799,1.151,308.236,0
3546,79.71300000000001,20.7604,0.2316,-25.709,5.3899,337.54,0
3547,22.6779,10.599,0.2886,17.0629,0.2789999999999999,142.218,0
3548,20.1445,7.3118,0.3948,9.008,9.906,104.317,0
3549,20.9428,12.44,0.2596,9.3586,60.023,67.208,0
3550,52.8767,23.3007,0.2282,-58.1796,42.2004,33.924,1
3551,276.247,53.6321,0.172,125.085,24.795,192.863,1
3552,17.3544,7.4476,0.5533,-2.5983,42.2314,170.78400000000002,1
3553,25.6972,12.6139,0.4379,-14.4561,70.6207,70.6379,1
3554,17.7434,10.8338,0.2911,8.6875,35.562,155.565,1
3555,28.5883,19.6182,0.2015,-14.0016,14.9018,149.99200000000002,0
3556,81.6472,8.544,0.3653,-59.1395,30.455,307.569,1
3557,178.511,24.4967,0.0908,-57.0569,57.0768,263.353,1
3558,80.0424,50.341,0.0602,47.4167,22.995,264.79,1
3559,18.6774,13.7599,0.3722,-15.5042,15.0753,142.12,0
3560,27.9409,12.9407,0.2188,19.1566,15.2077,227.749,1
3561,41.7967,17.4889,0.1383,15.0798,17.537,206.47,0
3562,37.6703,26.7813,0.1492,38.4251,22.5259,187.5154,1
3563,28.9305,16.0528,0.3479,25.9744,54.225,248.094,1
3564,50.5199,17.5663,0.1315,43.074,12.511,241.873,0
3565,17.7397,17.0523,0.2661,-11.5792,3.4241,145.274,0
3566,24.8627,9.8029,0.3289,13.0531,72.0986,205.4176,1
3567,106.649,46.3824,0.0356,91.1238,3.207,216.081,0
3568,114.0852,63.8513,0.0806,112.4123,32.3461,164.49200000000002,1
3569,30.948,16.7296,0.1593,16.4588,9.046,151.62,0
3570,78.7351,35.2467,0.0959,50.6895,27.524,180.247,1
3571,37.664,22.8108,0.1511,27.0529,14.118,193.547,0
3572,78.0986,34.529,0.2046,45.0492,1.267,391.406,0
3573,61.661,31.9965,0.1247,39.3886,2.249,284.313,0
3574,45.6044,20.4882,0.1458,31.1498,0.963,254.913,0
3575,43.8878,14.961,0.1359,25.3374,1.137,194.76,0
3576,21.9284,17.2021,0.308,15.964,28.5967,50.3413,1
3577,20.1371,10.9384,0.3171,17.8327,27.8812,228.742,0
3578,25.5753,14.7931,0.294,-24.7612,79.453,241.5,1
3579,21.0211,16.2035,0.2859,-13.4462,61.8302,142.35,1
3580,121.288,26.9501,0.1498,86.7995,5.5164,269.019,0
3581,30.4837,17.4756,0.1515,-5.7384,21.1876,180.255,0
3582,160.072,74.9644,0.1157,-135.083,31.7505,249.771,1
3583,96.5835,56.2383,0.187,-89.662,11.843,396.795,1
3584,29.3045,9.8754,0.286,18.0646,66.612,166.892,1
3585,35.6563,15.8711,0.2319,22.5712,4.703,266.392,0
3586,96.3203,18.1063,0.1364,-97.759,84.7342,29.2971,0
3587,51.326,17.6006,0.2047,53.6403,7.26,247.871,0
3588,21.4181,6.9042,0.3991,-12.1158,39.5774,38.3559,0
3589,127.894,85.1507,0.0547,-131.192,14.8284,357.872,1
3590,12.8442,11.3837,0.4224,-8.5518,42.146,148.972,0
3591,39.5203,22.9162,0.1085,28.6007,0.0449,196.732,0
3592,13.1169,10.6358,0.4746,-3.5588,50.258,79.1494,1
3593,11.145,10.3286,0.4058,16.0731,51.9644,39.9839,1
3594,26.7451,8.3658,0.3156,-9.1418,75.0324,111.407,1
3595,22.1103,10.2685,0.3686,19.7521,14.836,189.371,0
3596,98.4686,27.0713,0.0656,83.2974,0.921,270.988,0
3597,200.408,11.2219,0.2241,-198.867,43.2002,74.3087,0
3598,107.7974,19.0251,0.1498,56.679,47.4624,288.7697,1
3599,32.2737,13.8695,0.2719,-13.1159,16.5691,197.294,1
3600,88.2105,20.4104,0.1134,49.5748,81.8939,225.2135,1
3601,49.8081,22.9826,0.1737,-41.7935,58.2008,163.956,1
3602,21.539,10.9515,0.2789999999999999,-18.4413,28.4753,161.373,1
3603,35.0215,23.4708,0.1748,21.2653,77.8227,84.7015,1
3604,187.9041,84.4021,0.0552,-270.1926,8.5801,345.4294,1
3605,27.8979,17.8973,0.2629,20.756,31.2675,161.149,0
3606,60.6227,24.2893,0.2522,-36.1043,12.113,294.051,0
3607,42.1323,20.3812,0.2295,-36.5094,73.055,233.331,1
3608,25.1127,16.9364,0.2011,-14.2513,70.2428,228.945,0
3609,78.4068,54.3684,0.062,40.3272,63.3984,278.5333,1
3610,144.18,67.3286,0.0608,-110.0,65.4676,384.24300000000005,1
3611,141.6016,72.8248,0.0573,-69.1813,81.6422,407.1576,1
3612,77.5931,24.9163,0.0949,62.6855,2.2272,266.53,0
3613,24.3469,13.803,0.2932,6.7582,33.2851,188.0857,1
3614,37.5297,21.1485,0.1156,22.3961,30.76,189.635,0
3615,19.9465,11.8242,0.3589,15.2025,7.385,184.064,1
3616,31.1508,18.4083,0.1916,-16.8998,5.1365,243.468,0
3617,23.1716,20.1597,0.2192,11.1354,19.3335,118.229,0
3618,30.1822,10.5526,0.2679,-10.6613,85.6566,189.3609,1
3619,28.5443,9.8997,0.2668,23.6104,11.3856,185.773,0
3620,144.116,54.137,0.0246,127.59,14.1751,139.724,1
3621,15.5488,7.8204,0.3284,-13.6136,42.4488,113.8944,1
3622,52.3766,16.1986,0.12,40.4711,8.8454,230.038,0
3623,26.0927,25.7855,0.1689,17.8359,28.909,101.2832,1
3624,22.6121,16.0956,0.2692,16.6688,29.9812,153.497,1
3625,32.3343,11.6189,0.2092,-20.2218,8.9595,111.141,0
3626,179.31400000000002,57.93600000000001,0.0791,84.5489,3.8061,195.287,1
3627,29.864,10.738,0.2635,21.1088,25.071,237.511,1
3628,21.4668,10.8687,0.3122,-19.2276,30.8438,186.608,0
3629,20.9852,6.3914,0.5219,17.2571,22.568,107.776,0
3630,43.269,19.0051,0.1461,26.9287,4.97,139.805,0
3631,25.5669,14.281,0.2097,-9.2701,85.3588,222.365,1
3632,71.3694,21.8207,0.1447,49.8945,3.048,302.136,0
3633,40.3641,16.0981,0.1816,38.7838,4.31,251.989,0
3634,85.6689,20.4992,0.1505,56.3097,6.1541,324.0638,1
3635,84.4675,29.7596,0.0933,82.9083,6.667000000000001,251.063,0
3636,18.2998,12.5051,0.3663,-15.8476,73.658,189.598,0
3637,177.368,151.703,0.0878,-151.365,0.0993,312.275,1
3638,61.8679,16.3463,0.1784,51.2343,16.96,108.821,0
3639,174.2054,56.7782,0.111,-138.5576,7.5049,309.2728,1
3640,57.7671,21.543000000000003,0.0888,50.8145,7.4076,214.866,0
3641,132.954,24.1845,0.1383,-69.3832,0.36,322.166,0
3642,52.5594,16.3333,0.1922,-22.3346,2.8080000000000003,199.095,0
3643,36.599,11.0349,0.2046,28.3501,11.1458,175.357,0
3644,31.4119,22.408,0.1701,-7.4329,80.8649,260.658,1
3645,202.5795,65.7137,0.0242,141.2312,36.7271,104.8435,1
3646,100.4709,42.3421,0.0473,73.8863,25.5453,227.8126,1
3647,80.7943,75.5806,0.0632,24.705,30.47,332.351,1
3648,43.8482,25.1626,0.1146,37.8449,3.636,226.592,0
3649,28.8197,11.2873,0.2886,-24.3017,25.421,117.646,0
3650,79.0402,22.2641,0.1855,-59.3983,5.2436,229.5046,1
3651,45.0124,10.9257,0.2362,37.9444,39.744,203.11900000000003,1
3652,34.7766,13.5516,0.3065,32.6737,15.0744,161.569,0
3653,34.3095,10.0627,0.2051,27.4926,15.123,206.484,1
3654,19.4487,12.166,0.3293,11.7753,56.6,142.98,0
